"year","country","value"
1998,"AGO",6445041824.66621
1999,"AGO",6152922942.98032
2000,"AGO",9129594818.60749
2001,"AGO",8936063723.20121
2002,"AGO",12497346669.6684
2003,"AGO",14188949190.618
2004,"AGO",19640848728.8937
2005,"AGO",28233712830.9035
2006,"AGO",41789478661.3096
2007,"AGO",60448921272.2326
2008,"AGO",84178032716.0971
2009,"AGO",75492384801.3695
2010,"AGO",82470913120.7314
2011,"AGO",104115923082.737
2012,"AGO",115398371427.673
2013,"AGO",124912063308.202
2014,"AGO",126776874216.703
2015,"AGO",102962245246.70801
2016,"AGO",89633156470.3104
1984,"ALB",1924242453.00793
1985,"ALB",1965384586.2409
1986,"ALB",2173750012.5
1987,"ALB",2156624900.0
1988,"ALB",2126000000.0
1989,"ALB",2335124987.5
1990,"ALB",2101624962.5
1991,"ALB",1139166645.8333302
1992,"ALB",709452583.880319
1993,"ALB",1228071037.84446
1994,"ALB",1985673798.10258
1995,"ALB",2424499009.1426396
1996,"ALB",3314898291.75235
1997,"ALB",2359903108.38446
1998,"ALB",2707123772.16195
1999,"ALB",3414760915.27878
2000,"ALB",3632043907.9773297
2001,"ALB",4060758804.12084
2002,"ALB",4435078647.74817
2003,"ALB",5746945912.58082
2004,"ALB",7314865175.6199
2005,"ALB",8158548716.68554
2006,"ALB",8992642348.7871
2007,"ALB",10701011896.7708
2008,"ALB",12881352687.7773
2009,"ALB",12044212903.8168
2010,"ALB",11926953258.916
2011,"ALB",12890867538.5302
2012,"ALB",12319784787.2987
2013,"ALB",12781029643.5936
2014,"ALB",13219857459.1009
2015,"ALB",11390365293.8057
2016,"ALB",11926892452.8499
1970,"AND",78619206.0850963
1971,"AND",89409820.3592814
1972,"AND",113408231.94408502
1973,"AND",150820102.798401
1974,"AND",186558696.279204
1975,"AND",220127246.376812
1976,"AND",227281024.620741
1977,"AND",254020153.340635
1978,"AND",308008897.569444
1979,"AND",411578334.159643
1980,"AND",446416105.825017
1981,"AND",388958731.302938
1982,"AND",375895956.383462
1983,"AND",327861832.94663596
1984,"AND",330070689.29828197
1985,"AND",346737964.774951
1986,"AND",482000594.03587997
1987,"AND",611316399.407088
1988,"AND",721425939.15155
1989,"AND",795449332.396346
1990,"AND",1029048481.88051
1991,"AND",1106928582.86629
1992,"AND",1210013651.87713
1993,"AND",1007025755.00065
1994,"AND",1017549124.33238
1995,"AND",1178738991.19295
1996,"AND",1223945356.6268198
1997,"AND",1180597272.72727
1998,"AND",1211932397.81713
1999,"AND",1239876305.13531
2000,"AND",1401695227.5658698
2001,"AND",1484017897.0917199
2002,"AND",1717485413.13759
2003,"AND",2373927765.23702
2004,"AND",2916786689.84356
2005,"AND",3248215396.0950103
2006,"AND",3536632793.87781
2007,"AND",4010990966.32904
2008,"AND",4001201113.2268896
2009,"AND",3650083356.4879103
2010,"AND",3346516556.29139
2011,"AND",3427022518.76564
2012,"AND",3146151869.45908
2013,"AND",3248924588.42273
1968,"ARB",25760683041.0826
1969,"ARB",28434203615.4795
1970,"ARB",31385499664.0635
1971,"ARB",36426909888.3884
1972,"ARB",43316056615.451004
1973,"ARB",55018394945.576
1974,"ARB",105145803084.364
1975,"ARB",116337021938.327
1976,"ARB",144846175400.471
1977,"ARB",167308327683.573
1978,"ARB",183555544342.167
1979,"ARB",248646206366.97302
1980,"ARB",338177454717.49896
1981,"ARB",348592795413.075
1982,"ARB",324328753765.261
1983,"ARB",303962539723.043
1984,"ARB",307940771858.505
1985,"ARB",303893618415.50604
1986,"ARB",289029150639.408
1987,"ARB",312681678329.895
1988,"ARB",307503035642.479
1989,"ARB",322325140494.687
1990,"ARB",446877161735.16705
1991,"ARB",439779177858.364
1992,"ARB",471163515480.25604
1993,"ARB",476513630630.26794
1994,"ARB",487526906280.526
1995,"ARB",523759898288.29297
1996,"ARB",578231297763.478
1997,"ARB",613279452474.103
1998,"ARB",591525594021.3989
1999,"ARB",643889670873.196
2000,"ARB",735025140336.255
2001,"ARB",723282816382.445
2002,"ARB",729051715403.984
2003,"ARB",823110541431.167
2004,"ARB",963862340520.5809
2005,"ARB",1184661549595.13
2006,"ARB",1404113530800.68
2007,"ARB",1637573196970.62
2008,"ARB",2077706582271.06
2009,"ARB",1795472295052.32
2010,"ARB",2109224213446.0
2011,"ARB",2501942770389.97
2012,"ARB",2740536188974.18
2013,"ARB",2838294388723.79
2014,"ARB",2904404570076.29
2015,"ARB",2561129553776.39
2016,"ARB",2500931669252.23
1975,"ARE",14720672506.5004
1976,"ARE",19213022691.0526
1977,"ARE",24871775164.6043
1978,"ARE",23775831783.4263
1979,"ARE",31225463217.7582
1980,"ARE",43598748449.0479
1981,"ARE",49333424135.1131
1982,"ARE",46622718605.2847
1983,"ARE",42803323345.1376
1984,"ARE",41807954235.903
1985,"ARE",40603650231.5445
1986,"ARE",33943612094.7971
1987,"ARE",36384908744.2114
1988,"ARE",36275674203.2144
1989,"ARE",41464995913.9199
1990,"ARE",50701443748.2975
1991,"ARE",51552165622.4462
1992,"ARE",54239171887.769005
1993,"ARE",55625170253.337006
1994,"ARE",59305093979.842
1995,"ARE",65743666575.8649
1996,"ARE",73571233996.1863
1997,"ARE",78839008444.5655
1998,"ARE",75674336283.1858
1999,"ARE",84445473110.9598
2000,"ARE",104337372362.151
2001,"ARE",103311640571.81801
2002,"ARE",109816201497.61699
2003,"ARE",124346358066.71199
2004,"ARE",147824370319.94598
2005,"ARE",180617018379.85
2006,"ARE",222116541865.214
2007,"ARE",257916133424.09802
2008,"ARE",315474615738.598
2009,"ARE",253547358747.447
2010,"ARE",289880430197.25
2011,"ARE",350908390046.35803
2012,"ARE",374817974113.476
2013,"ARE",390427289210.786
2014,"ARE",403197682887.71704
2015,"ARE",357949199759.586
2016,"ARE",348743265715.395
1962,"ARG",24450604877.6081
1963,"ARG",18272123664.4715
1964,"ARG",25605249381.7597
1965,"ARG",28344705966.6389
1966,"ARG",28630474727.9023
1967,"ARG",24256667553.2569
1968,"ARG",26436857247.4982
1969,"ARG",31256284543.6155
1970,"ARG",31584210365.5447
1971,"ARG",33293199095.4881
1972,"ARG",34733000536.2862
1973,"ARG",52544000116.9037
1974,"ARG",72436777342.4554
1975,"ARG",52438647921.9226
1976,"ARG",51169499890.7722
1977,"ARG",56781000100.9448
1978,"ARG",58082870156.2634
1979,"ARG",69252328953.3789
1980,"ARG",76961923741.9478
1981,"ARG",78676842366.4213
1982,"ARG",84307486836.724
1983,"ARG",103979106777.911
1984,"ARG",79092001998.032
1985,"ARG",88416668900.2596
1986,"ARG",110934442762.694
1987,"ARG",111106191358.19699
1988,"ARG",126206817196.091
1989,"ARG",76636898036.4712
1990,"ARG",141352368714.691
1991,"ARG",189719984268.485
1992,"ARG",228788617201.696
1993,"ARG",236741715015.015
1994,"ARG",257440000000.0
1995,"ARG",258031750000.0
1996,"ARG",272149750000.0
1997,"ARG",292859000000.0
1998,"ARG",298948250000.0
1999,"ARG",283523000000.0
2000,"ARG",284203750000.0
2001,"ARG",268696750000.0
2002,"ARG",97724004251.8602
2003,"ARG",127586973492.17699
2004,"ARG",164657930452.787
2005,"ARG",198737095012.28198
2006,"ARG",232557260817.308
2007,"ARG",287530508430.568
2008,"ARG",361558037110.419
2009,"ARG",332976484577.61896
2010,"ARG",423627422092.49
2011,"ARG",530163281574.65796
2012,"ARG",545982375701.128
2013,"ARG",552025140252.246
2014,"ARG",526319673731.63794
2015,"ARG",584711485367.2671
2016,"ARG",545866164478.053
1990,"ARM",2256838858.4271398
1991,"ARM",2068526521.9029899
1992,"ARM",1272577521.7683
1993,"ARM",1201313196.45626
1994,"ARM",1315158670.4797099
1995,"ARM",1468317350.02343
1996,"ARM",1596968913.19202
1997,"ARM",1639492424.38103
1998,"ARM",1893726437.35976
1999,"ARM",1845482181.48539
2000,"ARM",1911563665.3900602
2001,"ARM",2118467913.37873
2002,"ARM",2376335048.3997602
2003,"ARM",2807061008.69084
2004,"ARM",3576615240.41616
2005,"ARM",4900469515.07252
2006,"ARM",6384451606.1421
2007,"ARM",9206301700.39619
2008,"ARM",11662040713.8753
2009,"ARM",8647936747.987041
2010,"ARM",9260284937.797821
2011,"ARM",10142111334.4961
2012,"ARM",10619320048.5857
2013,"ARM",11121465767.4067
2014,"ARM",11609512939.7543
2015,"ARM",10529182498.3475
2016,"ARM",10547331235.1895
2002,"ASM",514000000.0
2003,"ASM",527000000.0
2004,"ASM",512000000.0
2005,"ASM",503000000.0
2006,"ASM",496000000.0
2007,"ASM",520000000.0
2008,"ASM",563000000.0
2009,"ASM",678000000.0
2010,"ASM",576000000.0
2011,"ASM",574000000.0
2012,"ASM",644000000.0
2013,"ASM",639000000.0
2014,"ASM",638000000.0
2015,"ASM",641000000.0
1977,"ATG",77496740.7407407
1978,"ATG",87879333.3333333
1979,"ATG",109079962.962963
1980,"ATG",131431037.03703701
1981,"ATG",147841740.74074098
1982,"ATG",164369296.296296
1983,"ATG",182144111.11111102
1984,"ATG",208372851.851852
1985,"ATG",240923925.92592597
1986,"ATG",290440148.148148
1987,"ATG",337174851.851852
1988,"ATG",398637740.740741
1989,"ATG",438794777.77777797
1990,"ATG",459469074.07407403
1991,"ATG",481706333.333333
1992,"ATG",499281148.14814806
1993,"ATG",535172777.777778
1994,"ATG",589429592.592593
1995,"ATG",577280740.740741
1996,"ATG",633730629.62963
1997,"ATG",680617111.111111
1998,"ATG",727860592.592593
1999,"ATG",766198925.925926
2000,"ATG",825405518.518518
2001,"ATG",795976518.518518
2002,"ATG",809754481.481482
2003,"ATG",850218592.592592
2004,"ATG",913710370.3703699
2005,"ATG",1014979666.66667
2006,"ATG",1149025481.4814801
2007,"ATG",1302388925.92593
2008,"ATG",1359733555.5555599
2009,"ATG",1217719666.6666698
2010,"ATG",1147942222.22222
2011,"ATG",1141865444.4444401
2012,"ATG",1216045777.77778
2013,"ATG",1195885111.11111
2014,"ATG",1274330333.3333302
2015,"ATG",1355645888.88889
2016,"ATG",1449160185.18519
1960,"AUS",18593347519.3191
1961,"AUS",19666256019.7111
1962,"AUS",19911524246.8362
1963,"AUS",21527606674.8796
1964,"AUS",23787658192.4068
1965,"AUS",25962593795.4978
1966,"AUS",27288610146.712997
1967,"AUS",30421099787.2102
1968,"AUS",32687870982.1929
1969,"AUS",36659200358.3828
1970,"AUS",41304737372.6061
1971,"AUS",45183111210.6619
1972,"AUS",52003504672.8972
1973,"AUS",63782190903.2671
1974,"AUS",88906411201.1791
1975,"AUS",97226546497.3372
1976,"AUS",104974158578.092
1977,"AUS",110266116081.67
1978,"AUS",118400631626.438
1979,"AUS",134793820288.53801
1980,"AUS",149887465181.059
1981,"AUS",176804829908.278
1982,"AUS",193954540439.148
1983,"AUS",177176415535.798
1984,"AUS",193503894222.061
1985,"AUS",180470967247.066
1986,"AUS",182281757134.863
1987,"AUS",189375992588.67102
1988,"AUS",236135768335.274
1989,"AUS",299941372852.37396
1990,"AUS",311425933051.174
1991,"AUS",326068597441.331
1992,"AUS",325692532492.502
1993,"AUS",312372821810.00604
1994,"AUS",323216879972.328
1995,"AUS",368391743391.743
1996,"AUS",401819423368.74
1997,"AUS",436097980904.68
1998,"AUS",399778878111.646
1999,"AUS",389146509587.66797
2000,"AUS",415446209885.072
2001,"AUS",378899860470.108
2002,"AUS",394635830891.586
2003,"AUS",466853232382.062
2004,"AUS",613329776639.636
2005,"AUS",693764095624.718
2006,"AUS",747572626534.891
2007,"AUS",853764622752.61
2008,"AUS",1055334825425.25
2009,"AUS",927168310999.853
2010,"AUS",1142876772659.21
2011,"AUS",1390557034407.97
2012,"AUS",1538194473087.23
2013,"AUS",1567178619062.28
2014,"AUS",1459597906912.7
2015,"AUS",1345383143356.35
2016,"AUS",1204616439828.41
1960,"AUT",6592693841.18495
1961,"AUT",7311749633.36229
1962,"AUT",7756110210.119659
1963,"AUT",8374175257.73075
1964,"AUT",9169983885.71185
1965,"AUT",9994070615.85997
1966,"AUT",10887682273.1014
1967,"AUT",11579431668.9165
1968,"AUT",12440625312.8685
1969,"AUT",13582798556.2404
1970,"AUT",15335972267.7957
1971,"AUT",17815464919.0439
1972,"AUT",22006470861.3608
1973,"AUT",29444365310.2818
1974,"AUT",35104529078.3274
1975,"AUT",39962704274.3146
1976,"AUT",42856485617.8569
1977,"AUT",51421585629.8393
1978,"AUT",61902774945.5131
1979,"AUT",73759181883.685
1980,"AUT",81861232822.8037
1981,"AUT",70863106877.48401
1982,"AUT",71103585383.5605
1983,"AUT",71947277233.032
1984,"AUT",67821568599.1335
1985,"AUT",69219621907.4222
1986,"AUT",98797587381.7035
1987,"AUT",123869321397.475
1988,"AUT",133018182770.534
1989,"AUT",132785154342.17401
1990,"AUT",166062376739.683
1991,"AUT",173375508073.07
1992,"AUT",194608183696.469
1993,"AUT",189921096652.07602
1994,"AUT",203044926876.28
1995,"AUT",240457622492.15198
1996,"AUT",236720496490.772
1997,"AUT",212323463750.14102
1998,"AUT",217683626056.025
1999,"AUT",216725261027.06198
2000,"AUT",196421706283.398
2001,"AUT",196953628635.347
2002,"AUT",212970685111.98898
2003,"AUT",260721478555.305
2004,"AUT",299857238639.185
2005,"AUT",314648986444.472
2006,"AUT",334309371471.584
2007,"AUT",386458951546.674
2008,"AUT",427611527757.43396
2009,"AUT",397594276187.83
2010,"AUT",390211866490.257
2011,"AUT",429037361514.409
2012,"AUT",407451583084.239
2013,"AUT",428248420485.175
2014,"AUT",438376178526.317
2015,"AUT",376967406147.98706
2016,"AUT",386427793787.215
1990,"AZE",8858006035.915659
1991,"AZE",8792365810.5094
1992,"AZE",4991350457.5425
1993,"AZE",3973027396.65195
1994,"AZE",3313739673.54738
1995,"AZE",3052467522.3610396
1996,"AZE",3176749593.11788
1997,"AZE",3962710163.1116705
1998,"AZE",4446396217.63265
1999,"AZE",4581222442.457829
2000,"AZE",5272617196.045171
2001,"AZE",5707720390.8515
2002,"AZE",6235795103.88809
2003,"AZE",7276013031.96905
2004,"AZE",8680472168.51531
2005,"AZE",13245716099.0057
2006,"AZE",20983019923.8863
2007,"AZE",33050343782.7759
2008,"AZE",48852482960.0779
2009,"AZE",44291490420.5026
2010,"AZE",52902703376.1056
2011,"AZE",65951627200.2026
2012,"AZE",69684317718.9409
2013,"AZE",74164435946.4627
2014,"AZE",75244166772.9185
2015,"AZE",53074370486.0433
2016,"AZE",37847715736.0406
1960,"BDI",195999990.0
1961,"BDI",202999992.0
1962,"BDI",213500006.0
1963,"BDI",232749998.0
1964,"BDI",260750008.0
1965,"BDI",158994962.96296299
1966,"BDI",165444571.428571
1967,"BDI",178297142.85714298
1968,"BDI",183200000.0
1969,"BDI",190205714.285714
1970,"BDI",242732571.428571
1971,"BDI",252842285.714286
1972,"BDI",246804571.428571
1973,"BDI",304339839.552146
1974,"BDI",345263492.063492
1975,"BDI",420986666.666667
1976,"BDI",448412753.62318796
1977,"BDI",547535555.5555559
1978,"BDI",610225555.5555559
1979,"BDI",782496666.666667
1980,"BDI",919726666.666667
1981,"BDI",969046666.666667
1982,"BDI",1013222222.22222
1983,"BDI",1082926304.4647698
1984,"BDI",987143931.166987
1985,"BDI",1149979285.77347
1986,"BDI",1201725497.0657802
1987,"BDI",1131466494.01101
1988,"BDI",1082403219.48787
1989,"BDI",1113924130.41149
1990,"BDI",1132101252.5181699
1991,"BDI",1167398478.3459
1992,"BDI",1083037670.60484
1993,"BDI",938632612.026359
1994,"BDI",925030590.1536831
1995,"BDI",1000428393.8852801
1996,"BDI",869033856.317093
1997,"BDI",972896267.915425
1998,"BDI",893770806.077641
1999,"BDI",808077223.365746
2000,"BDI",870486065.883137
2001,"BDI",876794723.068586
2002,"BDI",825394490.159111
2003,"BDI",784654423.620476
2004,"BDI",915257323.3961
2005,"BDI",1117257279.46188
2006,"BDI",1273180597.0271099
2007,"BDI",1356078278.18821
2008,"BDI",1611634331.64869
2009,"BDI",1739781488.7457
2010,"BDI",2026864469.3638802
2011,"BDI",2355652125.85184
2012,"BDI",2472384906.99794
2013,"BDI",2714505634.52629
2014,"BDI",3093647226.8107
2015,"BDI",3097324739.8493
2016,"BDI",3007029030.3997602
1960,"BEL",11658722590.99
1961,"BEL",12400145221.595
1962,"BEL",13264015675.3193
1963,"BEL",14260017387.0492
1964,"BEL",15960106680.6732
1965,"BEL",17371457607.9374
1966,"BEL",18651883472.4808
1967,"BEL",19992040788.4593
1968,"BEL",21376353113.475
1969,"BEL",23710735894.7022
1970,"BEL",26849173618.3945
1971,"BEL",29981318394.8688
1972,"BEL",37408626615.3423
1973,"BEL",47999408507.5554
1974,"BEL",56333063690.9693
1975,"BEL",66029811341.45
1976,"BEL",71494607105.5381
1977,"BEL",83283407090.6021
1978,"BEL",101788571282.18301
1979,"BEL",116938177352.779
1980,"BEL",127508322941.095
1981,"BEL",105290713602.78099
1982,"BEL",92588982518.0999
1983,"BEL",87650998816.568
1984,"BEL",83795759983.2449
1985,"BEL",86730120728.3103
1986,"BEL",120661334386.85199
1987,"BEL",150194219665.046
1988,"BEL",163168007789.358
1989,"BEL",165100250614.251
1990,"BEL",206431036697.24802
1991,"BEL",211638016538.689
1992,"BEL",236038607528.23102
1993,"BEL",225924893540.112
1994,"BEL",246195171328.67102
1995,"BEL",289567597153.80396
1996,"BEL",281357654723.127
1997,"BEL",254813937753.721
1998,"BEL",260602356079.129
1999,"BEL",260202429149.798
2000,"BEL",237904919845.21802
2001,"BEL",237841610738.255
2002,"BEL",258860342555.995
2003,"BEL",319003386004.515
2004,"BEL",370885274397.815
2005,"BEL",387365999253.824
2006,"BEL",409813072387.404
2007,"BEL",471821790309.335
2008,"BEL",518626043650.21204
2009,"BEL",484552653514.865
2010,"BEL",483548693409.33704
2011,"BEL",527008036846.81104
2012,"BEL",497884088082.651
2013,"BEL",520117140495.05896
2014,"BEL",531750903174.68604
2015,"BEL",454991318727.90704
2016,"BEL",466365727353.85
1960,"BEN",226195579.35701
1961,"BEN",235668222.42998397
1962,"BEN",236434906.75427002
1963,"BEN",253927646.475909
1964,"BEN",269818988.259263
1965,"BEN",289908720.64862204
1966,"BEN",302925280.77356404
1967,"BEN",306222000.407316
1968,"BEN",326323097.355964
1969,"BEN",330748211.459737
1970,"BEN",333627758.154666
1971,"BEN",335072975.215766
1972,"BEN",410331900.950531
1973,"BEN",504376035.716401
1974,"BEN",554654786.9651071
1975,"BEN",676870140.341529
1976,"BEN",698408244.385343
1977,"BEN",750049739.152238
1978,"BEN",928843304.783965
1979,"BEN",1186231265.18417
1980,"BEN",1405251547.2388198
1981,"BEN",1291119965.1126199
1982,"BEN",1267778489.03079
1983,"BEN",1095348302.91865
1984,"BEN",1051133927.00009
1985,"BEN",1045712703.02696
1986,"BEN",1336102040.71025
1987,"BEN",1562412030.34838
1988,"BEN",1620246187.15171
1989,"BEN",1502294411.46202
1990,"BEN",1959965243.7626898
1991,"BEN",1986437859.9034603
1992,"BEN",1695315305.7030802
1993,"BEN",2274557914.07481
1994,"BEN",1598075932.3543198
1995,"BEN",2169627250.9337897
1996,"BEN",2361116587.86079
1997,"BEN",2268301537.65128
1998,"BEN",2455092582.30927
1999,"BEN",2689787917.50711
2000,"BEN",2569186642.86999
2001,"BEN",2680213931.46472
2002,"BEN",3054571081.6912
2003,"BEN",3905366187.87017
2004,"BEN",4521424807.22519
2005,"BEN",4803702821.08055
2006,"BEN",5142380779.44103
2007,"BEN",5969535131.58016
2008,"BEN",7132787396.66547
2009,"BEN",7097198711.6102295
2010,"BEN",6970240895.498879
2011,"BEN",7814081155.649879
2012,"BEN",8152554487.31321
2013,"BEN",9156748441.42175
2014,"BEN",9707432015.614408
2015,"BEN",8290986804.45245
2016,"BEN",8583031398.21675
1960,"BFA",330442817.168859
1961,"BFA",350247237.11684
1962,"BFA",379567178.256898
1963,"BFA",394040749.12567
1964,"BFA",410321785.631059
1965,"BFA",422916848.424208
1966,"BFA",433889831.584706
1967,"BFA",450753993.17644805
1968,"BFA",460442864.205949
1969,"BFA",478298781.545658
1970,"BFA",458404330.125096
1971,"BFA",482411278.982439
1972,"BFA",578595583.975723
1973,"BFA",674773821.1514161
1974,"BFA",751133642.647461
1975,"BFA",939972703.463021
1976,"BFA",976547572.215824
1977,"BFA",1131225278.77773
1978,"BFA",1475584037.28156
1979,"BFA",1748480982.18517
1980,"BFA",1928720390.2886899
1981,"BFA",1775842679.94056
1982,"BFA",1754450379.2077
1983,"BFA",1600278756.43589
1984,"BFA",1459880352.6483
1985,"BFA",1552493413.98989
1986,"BFA",2036303381.2014198
1987,"BFA",2369835438.62393
1988,"BFA",2616040645.87263
1989,"BFA",2615588545.68629
1990,"BFA",3101301780.95067
1991,"BFA",3135045684.1006
1992,"BFA",2240264711.54816
1993,"BFA",2332018010.55341
1994,"BFA",1895290964.8082898
1995,"BFA",2379518099.2266
1996,"BFA",2586550747.0984397
1997,"BFA",2447669403.89018
1998,"BFA",2804902723.73145
1999,"BFA",2993753187.09677
2000,"BFA",2628920056.1009803
2001,"BFA",2812845513.57125
2002,"BFA",3205592289.79773
2003,"BFA",4205691222.1139603
2004,"BFA",4838551099.70985
2005,"BFA",5462709498.45119
2006,"BFA",5844669845.53733
2007,"BFA",6771277870.96412
2008,"BFA",8369637065.40255
2009,"BFA",8369175126.2531595
2010,"BFA",8979966766.07232
2011,"BFA",10724061338.5874
2012,"BFA",11166061507.8024
2013,"BFA",11934606509.5944
2014,"BFA",12400688571.1396
2015,"BFA",11148759324.507
2016,"BFA",12115155931.5461
1960,"BGD",4274893913.46432
1961,"BGD",4817580183.56657
1962,"BGD",5081413339.74945
1963,"BGD",5319458351.12372
1964,"BGD",5386054619.3107605
1965,"BGD",5906636556.95802
1966,"BGD",6439687598.27648
1967,"BGD",7253575399.268821
1968,"BGD",7483685473.4584
1969,"BGD",8471006100.89247
1970,"BGD",8992721809.328009
1971,"BGD",8751842839.73302
1972,"BGD",6288245866.66667
1973,"BGD",8086725729.3407
1974,"BGD",12512460519.7088
1975,"BGD",19448348073.4565
1976,"BGD",10117113333.3333
1977,"BGD",9651149301.8746
1978,"BGD",13281767142.8571
1979,"BGD",15565480321.9448
1980,"BGD",18138049095.6072
1981,"BGD",20249694002.448
1982,"BGD",18525399201.5968
1983,"BGD",17609048821.5488
1984,"BGD",18920840000.0
1985,"BGD",22278423076.9231
1986,"BGD",21774033333.3333
1987,"BGD",24298032258.0645
1988,"BGD",26579005760.315
1989,"BGD",28781714763.7823
1990,"BGD",31598341233.5793
1991,"BGD",30957483290.541
1992,"BGD",31708873954.9405
1993,"BGD",33166520084.8295
1994,"BGD",33768662171.2233
1995,"BGD",37939748051.3878
1996,"BGD",46438482370.3942
1997,"BGD",48244308274.8086
1998,"BGD",49984559471.3656
1999,"BGD",51270569883.5275
2000,"BGD",53369787318.6245
2001,"BGD",53991289844.3291
2002,"BGD",54724081490.5102
2003,"BGD",60158929188.2556
2004,"BGD",65108544250.0425
2005,"BGD",69442943089.4309
2006,"BGD",71819083683.7403
2007,"BGD",79611888213.148
2008,"BGD",91631278239.3237
2009,"BGD",102477791472.39
2010,"BGD",115279077465.226
2011,"BGD",128637938711.386
2012,"BGD",133355749482.47801
2013,"BGD",149990451022.29
2014,"BGD",172885454931.453
2015,"BGD",195078561219.325
2016,"BGD",221415280325.518
1980,"BGR",19839230769.2308
1981,"BGR",19870000000.0
1982,"BGR",19342000000.0
1983,"BGR",16563666666.6667
1984,"BGR",17594944444.4444
1985,"BGR",17155421052.6316
1986,"BGR",20249294117.6471
1987,"BGR",28101000000.0
1988,"BGR",22555941176.4706
1989,"BGR",21988444444.4444
1990,"BGR",20632090909.0909
1991,"BGR",10943548387.0968
1992,"BGR",10350515463.9175
1993,"BGR",10829710144.9275
1994,"BGR",9697416974.16974
1995,"BGR",13063422619.0476
1996,"BGR",10109404159.6402
1997,"BGR",11195630536.8928
1998,"BGR",14630974778.4594
1999,"BGR",13495062850.302
2000,"BGR",13148099185.2305
2001,"BGR",14135393875.5893
2002,"BGR",16360346653.8276
2003,"BGR",21074775206.3254
2004,"BGR",26094622563.6468
2005,"BGR",29821662537.3229
2006,"BGR",34304448149.8108
2007,"BGR",44765733379.98599
2008,"BGR",54666642734.2757
2009,"BGR",51783454183.5501
2010,"BGR",50610031135.7791
2011,"BGR",57418391041.5926
2012,"BGR",53903028252.2996
2013,"BGR",55758744571.1183
2014,"BGR",56732006512.0065
2015,"BGR",50199117547.0415
2016,"BGR",52395164027.1493
1980,"BHR",3072698328.46909
1981,"BHR",3467819148.93617
1982,"BHR",3645744680.8510604
1983,"BHR",3735106382.97872
1984,"BHR",3905585106.38298
1985,"BHR",3651861702.1276603
1986,"BHR",3052393617.0212803
1987,"BHR",3392021010.6383
1988,"BHR",3702393617.02128
1989,"BHR",3863563829.7872295
1990,"BHR",4229787234.04255
1991,"BHR",4616223404.255321
1992,"BHR",4751063829.78723
1993,"BHR",5200265957.44681
1994,"BHR",5567553457.44681
1995,"BHR",5849467819.14894
1996,"BHR",6101861436.17021
1997,"BHR",6349202393.617021
1998,"BHR",6183776595.744679
1999,"BHR",6621010372.340429
2000,"BHR",9062906914.89362
2001,"BHR",8976207712.765959
2002,"BHR",9632155053.19149
2003,"BHR",11074822074.4681
